"model","iterations","Parameter","metric","species","value"
"VSEDetect",30,"beta0","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",30,"beta0","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",31,"beta0","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",31,"beta0","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",31,"beta0","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",31,"beta0","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",31,"beta0","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",32,"beta0","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",32,"beta0","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",32,"beta0","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",32,"beta0","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",32,"beta0","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",33,"beta0","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",33,"beta0","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",33,"beta0","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",33,"beta0","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",33,"beta0","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",34,"beta0","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",34,"beta0","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",34,"beta0","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",34,"beta0","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",34,"beta0","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",35,"beta0","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",35,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",35,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",35,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",35,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",36,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",36,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",36,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",36,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",36,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",37,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",37,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",37,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",37,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",37,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",38,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",38,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",38,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",38,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",38,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",39,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",39,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",39,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",39,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",39,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",40,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",40,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",40,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",40,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",40,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",41,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",41,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",41,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",41,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",41,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",42,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",42,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",42,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",42,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",42,"beta0","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",1,"beta0","RMSE","1","3.19126371869504"
"VSE",1,"beta0","RMSE","1","0.366753349210914"
"Detect",1,"beta0","RMSE","1","837.109353031034"
"VSEDetect",1,"beta0","RMSE","1","833.02599447736"
"VSEDetectMisclass",1,"beta0","RMSE","1","2.11471623812809"
"naive",2,"beta0","RMSE","1","4.42345940288078"
"VSE",2,"beta0","RMSE","1","0.627926690597731"
"Detect",2,"beta0","RMSE","1","1.54997254343782"
"VSEDetect",2,"beta0","RMSE","1","20.7390934578385"
"VSEDetectMisclass",2,"beta0","RMSE","1","1.61871083644173"
"naive",3,"beta0","RMSE","1","8.61583219561821"
"VSE",3,"beta0","RMSE","1","1.1430059582891"
"Detect",3,"beta0","RMSE","1","5.46429226323896"
"VSEDetect",3,"beta0","RMSE","1","15.3065944224039"
"VSEDetectMisclass",3,"beta0","RMSE","1","2.35380753237807"
"naive",4,"beta0","RMSE","1","2.01582882224034"
"VSE",4,"beta0","RMSE","1","0.244000714079347"
"Detect",4,"beta0","RMSE","1","1.17517832641565"
"VSEDetect",4,"beta0","RMSE","1","20.4507923036671"
"VSEDetectMisclass",4,"beta0","RMSE","1","2.01377100508144"
"naive",5,"beta0","RMSE","1","1.80746519711452"
"VSE",5,"beta0","RMSE","1","0.353694837371031"
"Detect",5,"beta0","RMSE","1","0.428028421183566"
"VSEDetect",5,"beta0","RMSE","1","20.5814723901256"
"VSEDetectMisclass",5,"beta0","RMSE","1","1.62044754861638"
"naive",6,"beta0","RMSE","1","6.85710362443182"
"VSE",6,"beta0","RMSE","1","0.841646279261691"
"Detect",6,"beta0","RMSE","1","3.22128228018408"
"VSEDetect",6,"beta0","RMSE","1","20.6084101899288"
"VSEDetectMisclass",6,"beta0","RMSE","1","12.2074243999591"
"naive",7,"beta0","RMSE","1","11.3205074960076"
"VSE",7,"beta0","RMSE","1","2.88497205705534"
"Detect",7,"beta0","RMSE","1","6.36214510513788"
"VSEDetect",7,"beta0","RMSE","1","15.7271360201918"
"VSEDetectMisclass",7,"beta0","RMSE","1","1.76960041983822"
"naive",8,"beta0","RMSE","1","12.6714123466394"
"VSE",8,"beta0","RMSE","1","3.5173111165503"
"Detect",8,"beta0","RMSE","1","6.71819743855791"
"VSEDetect",8,"beta0","RMSE","1","20.303569944176"
"VSEDetectMisclass",8,"beta0","RMSE","1","2.6322314427812"
"naive",9,"beta0","RMSE","1","7.4910434650621"
"VSE",9,"beta0","RMSE","1","1.41884915506605"
"Detect",9,"beta0","RMSE","1","5.58888111947205"
"VSEDetect",9,"beta0","RMSE","1","15.3928894303246"
"VSEDetectMisclass",9,"beta0","RMSE","1","2.16582399596103"
"naive",10,"beta0","RMSE","1","14.6539559728238"
"VSE",10,"beta0","RMSE","1","4.18551698953247"
"Detect",10,"beta0","RMSE","1","8.34109044079"
"VSEDetect",10,"beta0","RMSE","1","20.5989010566735"
"VSEDetectMisclass",10,"beta0","RMSE","1","22.3442995190755"
"naive",11,"beta0","RMSE","1","8.31802302078757"
"VSE",11,"beta0","RMSE","1","2.3882760449389"
"Detect",11,"beta0","RMSE","1","5.09196268529128"
"VSEDetect",11,"beta0","RMSE","1","15.6763046793014"
"VSEDetectMisclass",11,"beta0","RMSE","1","12.8666166751493"
"naive",12,"beta0","RMSE","1","5.07519231950074"
"VSE",12,"beta0","RMSE","1","0.511881182678981"
"Detect",12,"beta0","RMSE","1","2.12172107058452"
"VSEDetect",12,"beta0","RMSE","1","20.6510656871585"
"VSEDetectMisclass",12,"beta0","RMSE","1","4.64256619512277"
"naive",13,"beta0","RMSE","1","4.18820116568678"
"VSE",13,"beta0","RMSE","1","0.350361742476837"
"Detect",13,"beta0","RMSE","1","2.20266160786267"
"VSEDetect",13,"beta0","RMSE","1","15.5278350218107"
"VSEDetectMisclass",13,"beta0","RMSE","1","2.31383463422537"
"naive",14,"beta0","RMSE","1","3.80777849610424"
"VSE",14,"beta0","RMSE","1","0.218920848549054"
"Detect",14,"beta0","RMSE","1","1.80037648617709"
"VSEDetect",14,"beta0","RMSE","1","15.6371541754801"
"VSEDetectMisclass",14,"beta0","RMSE","1","1.8813335315734"
"naive",15,"beta0","RMSE","1","14.27543385605"
"VSE",15,"beta0","RMSE","1","2.96461172115352"
"Detect",15,"beta0","RMSE","1","7.21688835114272"
"VSEDetect",15,"beta0","RMSE","1","20.6130334205776"
"VSEDetectMisclass",15,"beta0","RMSE","1","12.086272904843"
"naive",16,"beta0","RMSE","1","13.2265278239747"
"VSE",16,"beta0","RMSE","1","2.47641841605307"
"Detect",16,"beta0","RMSE","1","6.86881116266128"
"VSEDetect",16,"beta0","RMSE","1","20.6552026442184"
"VSEDetectMisclass",16,"beta0","RMSE","1","15.6146627817258"
"naive",17,"beta0","RMSE","1","3.22072083003219"
"VSE",17,"beta0","RMSE","1","0.630621756784723"
"Detect",17,"beta0","RMSE","1","1.6674516951476"
"VSEDetect",17,"beta0","RMSE","1","15.323929097985"
"VSEDetectMisclass",17,"beta0","RMSE","1","5.24350562131357"
"naive",18,"beta0","RMSE","1","2.88322289300103"
"VSE",18,"beta0","RMSE","1","0.209982957641861"
"Detect",18,"beta0","RMSE","1","0.946429599145432"
"VSEDetect",18,"beta0","RMSE","1","15.9400486276134"
"VSEDetectMisclass",18,"beta0","RMSE","1","2.54732938351863"
"naive",19,"beta0","RMSE","1","6.09329166913943"
"VSE",19,"beta0","RMSE","1","0.747713531198759"
"Detect",19,"beta0","RMSE","1","2.55182281040703"
"VSEDetect",19,"beta0","RMSE","1","16.0895308240961"
"VSEDetectMisclass",19,"beta0","RMSE","1","8.92307096805902"
"naive",20,"beta0","RMSE","1","2.62687255758474"
"VSE",20,"beta0","RMSE","1","0.439764113322313"
"Detect",20,"beta0","RMSE","1","8.46342256624925"
"VSEDetect",20,"beta0","RMSE","1","15.4707145611867"
"VSEDetectMisclass",20,"beta0","RMSE","1","14.0549226609017"
"naive",21,"beta0","RMSE","1","0.932718274548982"
"VSE",21,"beta0","RMSE","1","8.79110989370013"
"Detect",21,"beta0","RMSE","1","6.60482028017559"
"VSEDetect",21,"beta0","RMSE","1","20.5215441932591"
"VSEDetectMisclass",21,"beta0","RMSE","1","3.78453976132172"
"naive",22,"beta0","RMSE","1","8.27292451301624"
"VSE",22,"beta0","RMSE","1","18.4055095881399"
"Detect",22,"beta0","RMSE","1","2.90329353104363"
"VSEDetect",22,"beta0","RMSE","1","15.8407693311026"
"VSEDetectMisclass",22,"beta0","RMSE","1","2.05561003221874"
"naive",23,"beta0","RMSE","1","1068.14236292042"
"VSE",23,"beta0","RMSE","1","8.70954308945923"
"Detect",23,"beta0","RMSE","1","6.70297932413992"
"VSEDetect",23,"beta0","RMSE","1","20.4525642595309"
"VSEDetectMisclass",23,"beta0","RMSE","1","4.75759215139388"
"naive",24,"beta0","RMSE","1","978.006017501537"
"VSE",24,"beta0","RMSE","1","12.6070928780425"
"Detect",24,"beta0","RMSE","1","8.4271711955934"
"VSEDetect",24,"beta0","RMSE","1","20.5520742721372"
"VSEDetectMisclass",24,"beta0","RMSE","1","18.2272666127257"
"naive",25,"beta0","RMSE","1","19.3535679470687"
"VSE",25,"beta0","RMSE","1","12.511649436885"
"Detect",25,"beta0","RMSE","1","8.42329546121233"
"VSEDetect",25,"beta0","RMSE","1","20.5418881936909"
"VSEDetectMisclass",25,"beta0","RMSE","1","1.69707598480397"
"naive",26,"beta0","RMSE","1","1.89448295518243"
"VSE",26,"beta0","RMSE","1","18.3757166009548"
"Detect",26,"beta0","RMSE","1","0.65424935080475"
"VSEDetect",26,"beta0","RMSE","1","16.1055415717713"
"VSEDetectMisclass",26,"beta0","RMSE","1","1.23050954512069"
"naive",27,"beta0","RMSE","1","3.24992876759605"
"VSE",27,"beta0","RMSE","1","12.5324150122415"
"Detect",27,"beta0","RMSE","1","6.86734731313343"
"VSEDetect",27,"beta0","RMSE","1","16.1419477508796"
"VSEDetectMisclass",27,"beta0","RMSE","1","4.60670469335439"
"naive",28,"beta0","RMSE","1","4.02834740365307"
"VSE",28,"beta0","RMSE","1","12.3382206583952"
"Detect",28,"beta0","RMSE","1","0.6973255621949"
"VSEDetect",28,"beta0","RMSE","1","15.5120834284261"
"VSEDetectMisclass",28,"beta0","RMSE","1","5.41976367105532"
"naive",29,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",29,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",29,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",29,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",29,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",30,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",30,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",30,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",30,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",30,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",31,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",31,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",31,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",31,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",31,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",32,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",32,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",32,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",32,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",32,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",33,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",33,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",33,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",33,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",33,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",34,"beta0","RMSE","1","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
